State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,547,Krishna,0659,000000,0000,000000,CD BLOCK,Vatsavai,Total,17149,61749,30670,31079,6481,3323,3158,19050,9456,9594,3731,1843,1888,35119,19692,15427,26630,10978,15652,35261,18528,16733,30320,16630,13690,3651,2687,964,23292,11347,11945,251,153,98,3126,2443,683,4941,1898,3043,133,66,67,4334,1560,2774,51,25,26,423,247,176,4582,1791,2791,124,63,61,4027,1484,2543,43,21,22,388,223,165,359,107,252,9,3,6,307,76,231,8,4,4,35,24,11,26488,12142,14346,,
28,547,Krishna,0659,000000,0000,000000,CD BLOCK,Vatsavai,Rural,17149,61749,30670,31079,6481,3323,3158,19050,9456,9594,3731,1843,1888,35119,19692,15427,26630,10978,15652,35261,18528,16733,30320,16630,13690,3651,2687,964,23292,11347,11945,251,153,98,3126,2443,683,4941,1898,3043,133,66,67,4334,1560,2774,51,25,26,423,247,176,4582,1791,2791,124,63,61,4027,1484,2543,43,21,22,388,223,165,359,107,252,9,3,6,307,76,231,8,4,4,35,24,11,26488,12142,14346,,
28,547,Krishna,0659,000000,0000,000000,CD BLOCK,Vatsavai,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,547,Krishna,0659,588808,0000,000000,VILLAGE,Polampalle,Rural,1128,3985,1956,2029,358,177,181,1161,543,618,64,28,36,2256,1241,1015,1729,715,1014,2456,1242,1214,2336,1203,1133,271,205,66,1888,849,1039,9,7,2,168,142,26,120,39,81,3,2,1,95,25,70,8,3,5,14,9,5,118,39,79,3,2,1,95,25,70,7,3,4,13,9,4,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1529,714,815,,
28,547,Krishna,0659,588809,0000,000000,VILLAGE,Dabbakupalle,Rural,1154,3971,1973,1998,445,241,204,888,433,455,36,21,15,2311,1266,1045,1660,707,953,2169,1157,1012,1488,957,531,139,119,20,1137,667,470,14,10,4,198,161,37,681,200,481,23,10,13,637,181,456,4,0,4,17,9,8,678,199,479,23,10,13,635,180,455,4,0,4,16,9,7,3,1,2,0,0,0,2,1,1,0,0,0,1,0,1,1802,816,986,,
28,547,Krishna,0659,588810,0000,000000,VILLAGE,Lingala,Rural,545,1763,861,902,148,74,74,413,202,211,6,2,4,1065,593,472,698,268,430,1028,531,497,882,485,397,70,51,19,705,357,348,24,14,10,83,63,20,146,46,100,2,2,0,121,34,87,3,0,3,20,10,10,141,44,97,2,2,0,120,33,87,1,0,1,18,9,9,5,2,3,0,0,0,1,1,0,2,0,2,2,1,1,735,330,405,,
28,547,Krishna,0659,588811,0000,000000,VILLAGE,Gangavalli,Rural,131,447,227,220,40,20,20,217,106,111,4,3,1,266,160,106,181,67,114,241,128,113,168,91,77,2,2,0,163,88,75,0,0,0,3,1,2,73,37,36,4,4,0,68,33,35,0,0,0,1,0,1,73,37,36,4,4,0,68,33,35,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,99,107,,
28,547,Krishna,0659,588812,0000,000000,VILLAGE,Pochavaram,Rural,163,560,289,271,53,31,22,203,112,91,24,15,9,342,195,147,218,94,124,354,182,172,349,180,169,95,53,42,247,122,125,6,4,2,1,1,0,5,2,3,1,1,0,3,1,2,0,0,0,1,0,1,5,2,3,1,1,0,3,1,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206,107,99,,
28,547,Krishna,0659,588813,0000,000000,VILLAGE,Kanneveedu,Rural,558,2182,1053,1129,215,116,99,714,340,374,565,276,289,1171,631,540,1011,422,589,1402,682,720,1208,650,558,75,47,28,996,513,483,49,26,23,88,64,24,194,32,162,0,0,0,176,24,152,0,0,0,18,8,10,188,29,159,0,0,0,170,21,149,0,0,0,18,8,10,6,3,3,0,0,0,6,3,3,0,0,0,0,0,0,780,371,409,,
28,547,Krishna,0659,588814,0000,000000,VILLAGE,Indugapalle,Rural,639,2311,1190,1121,257,137,120,744,377,367,3,1,2,1216,725,491,1095,465,630,1406,750,656,1196,704,492,99,67,32,1029,587,442,12,10,2,56,40,16,210,46,164,2,0,2,197,38,159,1,0,1,10,8,2,47,33,14,0,0,0,37,25,12,0,0,0,10,8,2,163,13,150,2,0,2,160,13,147,1,0,1,0,0,0,905,440,465,,
