State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,533,Nizamabad,0053,000000,0000,000000,CD BLOCK,Ranjal,Total,9076,38880,19403,19477,4429,2341,2088,5201,2593,2608,1334,659,675,20578,11545,9033,18302,7858,10444,19380,10667,8713,16547,9257,7290,3517,2666,851,6562,3803,2759,2101,323,1778,4367,2465,1902,2833,1410,1423,140,92,48,1752,942,810,388,48,340,553,328,225,2465,1257,1208,130,85,45,1580,847,733,279,36,243,476,289,187,368,153,215,10,7,3,172,95,77,109,12,97,77,39,38,19500,8736,10764,,
28,533,Nizamabad,0053,000000,0000,000000,CD BLOCK,Ranjal,Rural,9076,38880,19403,19477,4429,2341,2088,5201,2593,2608,1334,659,675,20578,11545,9033,18302,7858,10444,19380,10667,8713,16547,9257,7290,3517,2666,851,6562,3803,2759,2101,323,1778,4367,2465,1902,2833,1410,1423,140,92,48,1752,942,810,388,48,340,553,328,225,2465,1257,1208,130,85,45,1580,847,733,279,36,243,476,289,187,368,153,215,10,7,3,172,95,77,109,12,97,77,39,38,19500,8736,10764,,
28,533,Nizamabad,0053,000000,0000,000000,CD BLOCK,Ranjal,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,533,Nizamabad,0053,570686,0000,000000,VILLAGE,Neela,Rural,1684,7367,3692,3675,863,456,407,982,499,483,0,0,0,3830,2095,1735,3537,1597,1940,3520,2007,1513,2786,1599,1187,296,230,66,1211,771,440,505,57,448,774,541,233,734,408,326,9,6,3,531,311,220,84,13,71,110,78,32,705,393,312,7,4,3,520,304,216,79,11,68,99,74,25,29,15,14,2,2,0,11,7,4,5,2,3,11,4,7,3847,1685,2162,,
28,533,Nizamabad,0053,570687,0000,000000,VILLAGE,Kandakurthi,Rural,929,4563,2360,2203,682,357,325,266,135,131,33,17,16,2371,1338,1033,2192,1022,1170,1612,1179,433,1422,1040,382,341,281,60,768,558,210,83,11,72,230,190,40,190,139,51,42,36,6,92,71,21,16,5,11,40,27,13,174,132,42,42,36,6,83,68,15,14,4,10,35,24,11,16,7,9,0,0,0,9,3,6,2,1,1,5,3,2,2951,1181,1770,,
28,533,Nizamabad,0053,570688,0000,000000,VILLAGE,Boregaon,Rural,554,2327,1166,1161,296,166,130,292,149,143,4,2,2,1134,659,475,1193,507,686,1168,625,543,1145,617,528,488,371,117,499,199,300,41,4,37,117,43,74,23,8,15,2,1,1,14,7,7,1,0,1,6,0,6,18,6,12,2,1,1,11,5,6,1,0,1,4,0,4,5,2,3,0,0,0,3,2,1,0,0,0,2,0,2,1159,541,618,,
28,533,Nizamabad,0053,570689,0000,000000,VILLAGE,Satapur,Rural,913,4134,2077,2057,596,316,280,459,235,224,199,99,100,1988,1085,903,2146,992,1154,2150,1185,965,1948,1095,853,242,194,48,737,411,326,188,28,160,781,462,319,202,90,112,5,4,1,154,67,87,7,1,6,36,18,18,174,76,98,2,2,0,132,56,76,5,0,5,35,18,17,28,14,14,3,2,1,22,11,11,2,1,1,1,0,1,1984,892,1092,,
28,533,Nizamabad,0053,570690,0000,000000,VILLAGE,Ranjal,Rural,2100,8802,4360,4442,832,416,416,1421,721,700,303,154,149,5181,2891,2290,3621,1469,2152,4563,2458,2105,3782,2052,1730,465,383,82,1836,984,852,508,78,430,973,607,366,781,406,375,27,18,9,424,231,193,130,18,112,200,139,61,624,313,311,25,17,8,321,165,156,109,11,98,169,120,49,157,93,64,2,1,1,103,66,37,21,7,14,31,19,12,4239,1902,2337,,
28,533,Nizamabad,0053,570691,0000,000000,VILLAGE,Tadbiloli,Rural,805,3409,1672,1737,344,190,154,465,213,252,240,116,124,1666,943,723,1743,729,1014,1852,934,918,1510,779,731,578,378,200,432,213,219,288,60,228,212,128,84,342,155,187,2,2,0,247,144,103,79,2,77,14,7,7,257,149,108,2,2,0,239,142,97,8,2,6,8,3,5,85,6,79,0,0,0,8,2,6,71,0,71,6,4,2,1557,738,819,,
28,533,Nizamabad,0053,570692,0000,000000,VILLAGE,Bhagepalle,Rural,200,755,362,393,89,47,42,142,71,71,0,0,0,389,217,172,366,145,221,433,204,229,402,196,206,187,130,57,46,23,23,49,15,34,120,28,92,31,8,23,5,3,2,3,2,1,9,0,9,14,3,11,31,8,23,5,3,2,3,2,1,9,0,9,14,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,158,164,,
28,533,Nizamabad,0053,570693,0000,000000,VILLAGE,Kunepalle,Rural,371,1532,755,777,163,89,74,349,175,174,241,116,125,903,524,379,629,231,398,869,426,443,628,322,306,183,126,57,156,89,67,196,39,157,93,68,25,241,104,137,12,9,3,132,59,73,50,8,42,47,28,19,220,97,123,10,8,2,126,57,69,45,8,37,39,24,15,21,7,14,2,1,1,6,2,4,5,0,5,8,4,4,663,329,334,,
28,533,Nizamabad,0053,570694,0000,000000,VILLAGE,Kalyapur,Rural,581,2306,1142,1164,185,94,91,277,121,156,259,135,124,1258,723,535,1048,419,629,1181,637,544,1106,612,494,301,254,47,301,194,107,28,11,17,476,153,323,75,25,50,2,0,2,23,11,12,3,0,3,47,14,33,67,23,44,2,0,2,20,10,10,3,0,3,42,13,29,8,2,6,0,0,0,3,1,2,0,0,0,5,1,4,1125,505,620,,
