State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,545,East Godavari,0555,000000,0000,000000,CD BLOCK,Maredumilli,Total,4801,19507,10166,9341,2578,1284,1294,89,56,33,18199,9462,8737,10036,6328,3708,9471,3838,5633,10880,5588,5292,6517,3717,2800,1630,956,674,3766,2004,1762,52,32,20,1069,725,344,4363,1871,2492,112,50,62,3210,1316,1894,38,6,32,1003,499,504,3623,1494,2129,48,18,30,2687,1051,1636,29,2,27,859,423,436,740,377,363,64,32,32,523,265,258,9,4,5,144,76,68,8627,4578,4049,,
28,545,East Godavari,0555,000000,0000,000000,CD BLOCK,Maredumilli,Rural,4801,19507,10166,9341,2578,1284,1294,89,56,33,18199,9462,8737,10036,6328,3708,9471,3838,5633,10880,5588,5292,6517,3717,2800,1630,956,674,3766,2004,1762,52,32,20,1069,725,344,4363,1871,2492,112,50,62,3210,1316,1894,38,6,32,1003,499,504,3623,1494,2129,48,18,30,2687,1051,1636,29,2,27,859,423,436,740,377,363,64,32,32,523,265,258,9,4,5,144,76,68,8627,4578,4049,,
28,545,East Godavari,0555,000000,0000,000000,CD BLOCK,Maredumilli,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,545,East Godavari,0555,586528,0000,000000,VILLAGE,Chatlavada,Rural,128,394,187,207,42,17,25,0,0,0,389,184,205,249,144,105,145,43,102,301,151,150,277,147,130,111,60,51,148,75,73,0,0,0,18,12,6,24,4,20,10,1,9,12,2,10,0,0,0,2,1,1,23,4,19,9,1,8,12,2,10,0,0,0,2,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,93,36,57,,
28,545,East Godavari,0555,586529,0000,000000,VILLAGE,Potlavada,Rural,17,53,28,25,4,2,2,0,0,0,53,28,25,37,24,13,16,4,12,33,18,15,22,12,10,2,1,1,20,11,9,0,0,0,0,0,0,11,6,5,0,0,0,11,6,5,0,0,0,0,0,0,8,6,2,0,0,0,8,6,2,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,0,0,0,0,0,0,20,10,10,,
28,545,East Godavari,0555,586530,0000,000000,VILLAGE,Katchalavada,Rural,22,89,40,49,15,8,7,0,0,0,89,40,49,37,19,18,52,21,31,63,28,35,49,23,26,0,0,0,49,23,26,0,0,0,0,0,0,14,5,9,0,0,0,12,5,7,0,0,0,2,0,2,7,1,6,0,0,0,7,1,6,0,0,0,0,0,0,7,4,3,0,0,0,5,4,1,0,0,0,2,0,2,26,12,14,,
28,545,East Godavari,0555,586531,0000,000000,VILLAGE,Egavalasa,Rural,35,110,55,55,21,11,10,0,0,0,110,55,55,45,29,16,65,26,39,82,42,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82,42,40,0,0,0,57,30,27,0,0,0,25,12,13,82,42,40,0,0,0,57,30,27,0,0,0,25,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,13,15,,
28,545,East Godavari,0555,586532,0000,000000,VILLAGE,Peddamarri,Rural,26,87,46,41,19,11,8,0,0,0,86,45,41,39,26,13,48,20,28,63,32,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,63,32,31,0,0,0,38,20,18,0,0,0,25,12,13,63,32,31,0,0,0,38,20,18,0,0,0,25,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,14,10,,
28,545,East Godavari,0555,586533,0000,000000,VILLAGE,Gudisa,Rural,19,92,50,42,28,16,12,0,0,0,91,49,42,25,15,10,67,35,32,52,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52,26,26,1,1,0,0,0,0,0,0,0,51,25,26,49,25,24,1,1,0,0,0,0,0,0,0,48,24,24,3,1,2,0,0,0,0,0,0,0,0,0,3,1,2,40,24,16,,
28,545,East Godavari,0555,586534,0000,000000,VILLAGE,Pamulamamidi,Rural,49,215,105,110,31,15,16,0,0,0,215,105,110,98,57,41,117,48,69,153,77,76,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,152,76,76,1,1,0,0,0,0,0,0,0,151,75,76,125,62,63,0,0,0,0,0,0,0,0,0,125,62,63,27,14,13,1,1,0,0,0,0,0,0,0,26,13,13,62,28,34,,
