State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,552,Kurnool,0917,000000,0000,000000,CD BLOCK,Mantralayam,Total,12183,61294,30466,30828,9421,4772,4649,9730,4770,4960,1406,702,704,23092,14337,8755,38202,16129,22073,32544,17231,15313,27717,15373,12344,4268,2869,1399,17933,8475,9458,439,243,196,5077,3786,1291,4827,1858,2969,204,85,119,3966,1477,2489,115,24,91,542,272,270,4519,1745,2774,161,59,102,3785,1414,2371,81,22,59,492,250,242,308,113,195,43,26,17,181,63,118,34,2,32,50,22,28,28750,13235,15515,,
28,552,Kurnool,0917,000000,0000,000000,CD BLOCK,Mantralayam,Rural,12183,61294,30466,30828,9421,4772,4649,9730,4770,4960,1406,702,704,23092,14337,8755,38202,16129,22073,32544,17231,15313,27717,15373,12344,4268,2869,1399,17933,8475,9458,439,243,196,5077,3786,1291,4827,1858,2969,204,85,119,3966,1477,2489,115,24,91,542,272,270,4519,1745,2774,161,59,102,3785,1414,2371,81,22,59,492,250,242,308,113,195,43,26,17,181,63,118,34,2,32,50,22,28,28750,13235,15515,,
28,552,Kurnool,0917,000000,0000,000000,CD BLOCK,Mantralayam,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,552,Kurnool,0917,593723,0000,000000,VILLAGE,Narayanapuram,Rural,166,919,448,471,153,65,88,318,159,159,0,0,0,155,115,40,764,333,431,572,281,291,555,271,284,69,60,9,444,182,262,4,2,2,38,27,11,17,10,7,0,0,0,9,6,3,0,0,0,8,4,4,17,10,7,0,0,0,9,6,3,0,0,0,8,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,167,180,,
28,552,Kurnool,0917,593724,0000,000000,VILLAGE,Kaggallu,Rural,259,1207,590,617,229,102,127,202,102,100,3,1,2,471,297,174,736,293,443,679,328,351,378,185,193,56,27,29,312,150,162,1,1,0,9,7,2,301,143,158,4,0,4,268,125,143,1,0,1,28,18,10,301,143,158,4,0,4,268,125,143,1,0,1,28,18,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,528,262,266,,
28,552,Kurnool,0917,593725,0000,000000,VILLAGE,Dibbanadoddi,Rural,65,425,217,208,72,43,29,0,0,0,0,0,0,74,56,18,351,161,190,234,114,120,234,114,120,3,1,2,230,113,117,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,103,88,,
28,552,Kurnool,0917,593726,0000,000000,VILLAGE,Kachapuram,Rural,748,3305,1651,1654,479,243,236,275,132,143,103,54,49,1725,989,736,1580,662,918,1421,867,554,1388,859,529,107,73,34,799,461,338,174,82,92,308,243,65,33,8,25,3,2,1,9,1,8,12,2,10,9,3,6,28,8,20,3,2,1,7,1,6,9,2,7,9,3,6,5,0,5,0,0,0,2,0,2,3,0,3,0,0,0,1884,784,1100,,
28,552,Kurnool,0917,593727,0000,000000,VILLAGE,Rampuram,Rural,605,2642,1250,1392,381,184,197,676,300,376,4,2,2,1073,615,458,1569,635,934,1535,750,785,1285,635,650,433,219,214,498,233,265,23,16,7,331,167,164,250,115,135,4,2,2,228,102,126,2,1,1,16,10,6,248,115,133,4,2,2,226,102,124,2,1,1,16,10,6,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1107,500,607,,
28,552,Kurnool,0917,593728,0000,000000,VILLAGE,Basapuram,Rural,350,1950,978,972,353,190,163,502,255,247,18,13,5,596,394,202,1354,584,770,1006,507,499,1003,504,499,92,68,24,703,269,434,6,3,3,202,164,38,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,3,3,0,1,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,944,471,473,,
28,552,Kurnool,0917,593729,0000,000000,VILLAGE,Madhavaram,Rural,1216,6059,3010,3049,963,474,489,887,425,462,703,341,362,1932,1246,686,4127,1764,2363,3502,1798,1704,3061,1616,1445,233,147,86,2456,1204,1252,64,40,24,308,225,83,441,182,259,25,9,16,339,137,202,6,2,4,71,34,37,413,164,249,21,6,15,320,126,194,6,2,4,66,30,36,28,18,10,4,3,1,19,11,8,0,0,0,5,4,1,2557,1212,1345,,
