State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,535,Medak,0146,000000,0000,000000,CD BLOCK,Kangti,Total,9684,52573,26818,25755,7779,4008,3771,10130,5198,4932,7528,3896,3632,20922,12917,8005,31651,13901,17750,26822,14556,12266,24039,13615,10424,8347,5162,3185,12635,6196,6439,350,214,136,2707,2043,664,2783,941,1842,129,52,77,2248,645,1603,68,30,38,338,214,124,2454,831,1623,108,43,65,1989,568,1421,52,25,27,305,195,110,329,110,219,21,9,12,259,77,182,16,5,11,33,19,14,25751,12262,13489,,
28,535,Medak,0146,000000,0000,000000,CD BLOCK,Kangti,Rural,9684,52573,26818,25755,7779,4008,3771,10130,5198,4932,7528,3896,3632,20922,12917,8005,31651,13901,17750,26822,14556,12266,24039,13615,10424,8347,5162,3185,12635,6196,6439,350,214,136,2707,2043,664,2783,941,1842,129,52,77,2248,645,1603,68,30,38,338,214,124,2454,831,1623,108,43,65,1989,568,1421,52,25,27,305,195,110,329,110,219,21,9,12,259,77,182,16,5,11,33,19,14,25751,12262,13489,,
28,535,Medak,0146,000000,0000,000000,CD BLOCK,Kangti,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,535,Medak,0146,572699,0000,000000,VILLAGE,Degulawadi,Rural,490,2497,1293,1204,374,194,180,436,230,206,409,222,187,923,581,342,1574,712,862,1162,701,461,1079,657,422,339,207,132,608,341,267,22,17,5,110,92,18,83,44,39,7,5,2,49,22,27,4,0,4,23,17,6,67,39,28,6,4,2,44,20,24,1,0,1,16,15,1,16,5,11,1,1,0,5,2,3,3,0,3,7,2,5,1335,592,743,,
28,535,Medak,0146,572700,0000,000000,VILLAGE,Chowkanpalle,Rural,279,1622,841,781,251,129,122,351,189,162,747,380,367,588,379,209,1034,462,572,840,436,404,628,390,238,83,72,11,509,286,223,0,0,0,36,32,4,212,46,166,1,0,1,197,38,159,1,1,0,13,7,6,206,44,162,1,0,1,192,37,155,1,1,0,12,6,6,6,2,4,0,0,0,5,1,4,0,0,0,1,1,0,782,405,377,,
28,535,Medak,0146,572701,0000,000000,VILLAGE,Borgi,Rural,474,2383,1209,1174,352,171,181,74,39,35,127,65,62,630,408,222,1753,801,952,1399,725,674,1053,626,427,595,414,181,343,119,224,23,21,2,92,72,20,346,99,247,4,2,2,313,81,232,2,0,2,27,16,11,333,90,243,3,2,1,303,73,230,2,0,2,25,15,10,13,9,4,1,0,1,10,8,2,0,0,0,2,1,1,984,484,500,,
28,535,Medak,0146,572702,0000,000000,VILLAGE,Chapta [B],Rural,173,1038,517,521,171,94,77,350,178,172,191,97,94,446,265,181,592,252,340,505,259,246,500,258,242,188,113,75,265,113,152,6,4,2,41,28,13,5,1,4,0,0,0,5,1,4,0,0,0,0,0,0,5,1,4,0,0,0,5,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,533,258,275,,
28,535,Medak,0146,572703,0000,000000,VILLAGE,Ghanpur,Rural,158,808,403,405,118,57,61,123,56,67,72,41,31,234,148,86,574,255,319,430,213,217,429,213,216,154,131,23,269,76,193,0,0,0,6,6,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378,190,188,,
28,535,Medak,0146,572704,0000,000000,VILLAGE,Jamgikhurd,Rural,234,1158,576,582,156,70,86,265,124,141,0,0,0,594,363,231,564,213,351,579,298,281,577,298,279,56,41,15,494,239,255,1,1,0,26,17,9,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,2,0,2,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,579,278,301,,
28,535,Medak,0146,572705,0000,000000,VILLAGE,Jamgiburg,Rural,415,2114,1055,1059,349,175,174,400,197,203,3,1,2,843,493,350,1271,562,709,1176,606,570,1146,591,555,653,351,302,410,189,221,24,17,7,59,34,25,30,15,15,2,1,1,11,6,5,4,4,0,13,4,9,30,15,15,2,1,1,11,6,5,4,4,0,13,4,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938,449,489,,
