State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,540,Warangal,0348,000000,0000,000000,CD BLOCK,Cherial,Total,16287,70809,35499,35310,7251,3637,3614,15124,7714,7410,294,163,131,39595,23630,15965,31214,11869,19345,35567,18970,16597,30701,17159,13542,9976,6531,3445,10809,4309,6500,2276,554,1722,7640,5765,1875,4866,1811,3055,256,141,115,2920,910,2010,459,59,400,1231,701,530,4347,1630,2717,246,134,112,2744,859,1885,364,50,314,993,587,406,519,181,338,10,7,3,176,51,125,95,9,86,238,114,124,35242,16529,18713,,
28,540,Warangal,0348,000000,0000,000000,CD BLOCK,Cherial,Rural,16287,70809,35499,35310,7251,3637,3614,15124,7714,7410,294,163,131,39595,23630,15965,31214,11869,19345,35567,18970,16597,30701,17159,13542,9976,6531,3445,10809,4309,6500,2276,554,1722,7640,5765,1875,4866,1811,3055,256,141,115,2920,910,2010,459,59,400,1231,701,530,4347,1630,2717,246,134,112,2744,859,1885,364,50,314,993,587,406,519,181,338,10,7,3,176,51,125,95,9,86,238,114,124,35242,16529,18713,,
28,540,Warangal,0348,000000,0000,000000,CD BLOCK,Cherial,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,540,Warangal,0348,577605,0000,000000,VILLAGE,Tadoor,Rural,323,1350,670,680,130,60,70,297,156,141,14,7,7,674,426,248,676,244,432,694,368,326,532,323,209,154,116,38,259,134,125,28,2,26,91,71,20,162,45,117,26,13,13,116,24,92,13,1,12,7,7,0,161,45,116,26,13,13,115,24,91,13,1,12,7,7,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,656,302,354,,
28,540,Warangal,0348,577606,0000,000000,VILLAGE,Chityal,Rural,530,2315,1132,1183,279,138,141,505,250,255,23,10,13,1158,694,464,1157,438,719,1244,638,606,1238,637,601,520,369,151,387,72,315,137,28,109,194,168,26,6,1,5,1,1,0,1,0,1,2,0,2,2,0,2,4,1,3,1,1,0,1,0,1,1,0,1,1,0,1,2,0,2,0,0,0,0,0,0,1,0,1,1,0,1,1071,494,577,,
28,540,Warangal,0348,577607,0000,000000,VILLAGE,Danampalle,Rural,309,1219,595,624,123,68,55,224,113,111,0,0,0,617,353,264,602,242,360,626,318,308,328,176,152,139,131,8,94,8,86,53,4,49,42,33,9,298,142,156,1,0,1,259,137,122,33,1,32,5,4,1,298,142,156,1,0,1,259,137,122,33,1,32,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,593,277,316,,
28,540,Warangal,0348,577608,0000,000000,VILLAGE,Dommata,Rural,580,2593,1309,1284,277,138,139,593,292,301,10,7,3,1470,876,594,1123,433,690,1420,726,694,1025,647,378,352,271,81,449,242,207,118,42,76,106,92,14,395,79,316,19,4,15,278,46,232,50,2,48,48,27,21,348,69,279,18,3,15,267,42,225,30,2,28,33,22,11,47,10,37,1,1,0,11,4,7,20,0,20,15,5,10,1173,583,590,,
28,540,Warangal,0348,577609,0000,000000,VILLAGE,Akunoor,Rural,1375,5803,2879,2924,648,328,320,1008,535,473,7,3,4,2994,1786,1208,2809,1093,1716,3120,1567,1553,2435,1279,1156,839,474,365,886,351,535,187,58,129,523,396,127,685,288,397,78,40,38,367,134,233,44,13,31,196,101,95,580,242,338,78,40,38,342,127,215,38,10,28,122,65,57,105,46,59,0,0,0,25,7,18,6,3,3,74,36,38,2683,1312,1371,,
28,540,Warangal,0348,577610,0000,000000,VILLAGE,Cherial,Rural,4199,18310,9217,9093,1812,877,935,3453,1864,1589,93,57,36,11668,6774,4894,6642,2443,4199,8023,4650,3373,7198,4301,2897,1405,940,465,2025,869,1156,719,101,618,3049,2391,658,825,349,476,65,47,18,328,120,208,127,11,116,305,171,134,659,293,366,60,43,17,276,98,178,75,9,66,248,143,105,166,56,110,5,4,1,52,22,30,52,2,50,57,28,29,10287,4567,5720,,
28,540,Warangal,0348,577611,0000,000000,VILLAGE,Vechareni,Rural,640,2796,1378,1418,312,166,146,940,469,471,4,1,3,1458,866,592,1338,512,826,1523,749,774,1302,716,586,418,293,125,484,173,311,143,55,88,257,195,62,221,33,188,1,1,0,151,4,147,38,10,28,31,18,13,219,33,186,1,1,0,149,4,145,38,10,28,31,18,13,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,1273,629,644,,
