State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,542,Srikakulam,0444,000000,0000,000000,CD BLOCK,Veeraghattam,Total,16823,65616,32339,33277,6883,3497,3386,12460,6124,6336,5165,2576,2589,35018,20010,15008,30598,12329,18269,33531,19272,14259,23740,14944,8796,3952,2941,1011,14463,7963,6500,712,475,237,4613,3565,1048,9791,4328,5463,547,251,296,7797,3199,4598,287,168,119,1160,710,450,8509,3893,4616,486,220,266,6830,2940,3890,221,125,96,972,608,364,1282,435,847,61,31,30,967,259,708,66,43,23,188,102,86,32085,13067,19018,,
28,542,Srikakulam,0444,000000,0000,000000,CD BLOCK,Veeraghattam,Rural,16823,65616,32339,33277,6883,3497,3386,12460,6124,6336,5165,2576,2589,35018,20010,15008,30598,12329,18269,33531,19272,14259,23740,14944,8796,3952,2941,1011,14463,7963,6500,712,475,237,4613,3565,1048,9791,4328,5463,547,251,296,7797,3199,4598,287,168,119,1160,710,450,8509,3893,4616,486,220,266,6830,2940,3890,221,125,96,972,608,364,1282,435,847,61,31,30,967,259,708,66,43,23,188,102,86,32085,13067,19018,,
28,542,Srikakulam,0444,000000,0000,000000,CD BLOCK,Veeraghattam,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,542,Srikakulam,0444,579911,0000,000000,VILLAGE,Kadakella,Rural,329,1242,629,613,148,82,66,73,37,36,28,14,14,664,391,273,578,238,340,638,346,292,577,311,266,75,50,25,375,178,197,4,3,1,123,80,43,61,35,26,8,3,5,25,10,15,7,6,1,21,16,5,52,30,22,5,1,4,25,10,15,6,6,0,16,13,3,9,5,4,3,2,1,0,0,0,1,0,1,5,3,2,604,283,321,,
28,542,Srikakulam,0444,579912,0000,000000,VILLAGE,Kambara,Rural,586,2142,1099,1043,202,108,94,568,293,275,186,105,81,1140,681,459,1002,418,584,1108,656,452,1106,655,451,134,92,42,860,484,376,25,17,8,87,62,25,2,1,1,0,0,0,0,0,0,1,0,1,1,1,0,2,1,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1034,443,591,,
28,542,Srikakulam,0444,579913,0000,000000,VILLAGE,Dasumantha Puram,Rural,379,1496,713,783,149,72,77,216,95,121,7,4,3,889,480,409,607,233,374,920,478,442,764,406,358,322,179,143,321,153,168,33,18,15,88,56,32,156,72,84,24,8,16,129,62,67,1,0,1,2,2,0,49,21,28,15,4,11,31,15,16,1,0,1,2,2,0,107,51,56,9,4,5,98,47,51,0,0,0,0,0,0,576,235,341,,
28,542,Srikakulam,0444,579914,0000,000000,VILLAGE,Narsipuram,Rural,471,1705,824,881,187,101,86,218,99,119,112,49,63,901,520,381,804,304,500,954,512,442,467,298,169,154,117,37,239,125,114,13,7,6,61,49,12,487,214,273,22,2,20,413,182,231,6,2,4,46,28,18,480,214,266,22,2,20,406,182,224,6,2,4,46,28,18,7,0,7,0,0,0,7,0,7,0,0,0,0,0,0,751,312,439,,
28,542,Srikakulam,0444,579915,0000,000000,VILLAGE,Chinagora,Rural,281,1112,544,568,158,83,75,0,0,0,1097,536,561,440,263,177,672,281,391,727,356,371,715,351,364,0,0,0,715,351,364,0,0,0,0,0,0,12,5,7,0,0,0,11,5,6,0,0,0,1,0,1,12,5,7,0,0,0,11,5,6,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,385,188,197,,
28,542,Srikakulam,0444,579916,0000,000000,VILLAGE,Pedduru,Rural,44,199,94,105,35,16,19,0,0,0,199,94,105,74,46,28,125,48,77,124,58,66,120,56,64,0,0,0,120,56,64,0,0,0,0,0,0,4,2,2,0,0,0,2,1,1,0,0,0,2,1,1,4,2,2,0,0,0,2,1,1,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,36,39,,
28,542,Srikakulam,0444,579917,0000,000000,VILLAGE,Chalivendri,Rural,607,2401,1210,1191,229,131,98,356,174,182,130,63,67,1402,817,585,999,393,606,1269,677,592,614,360,254,91,62,29,399,194,205,39,29,10,85,75,10,655,317,338,24,16,8,553,261,292,45,23,22,33,17,16,617,303,314,22,15,7,531,253,278,39,20,19,25,15,10,38,14,24,2,1,1,22,8,14,6,3,3,8,2,6,1132,533,599,,
