State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,546,West Godavari,0613,000000,0000,000000,CD BLOCK,Chintalapudi,Total,24992,91372,45350,46022,9328,4718,4610,28952,14212,14740,9121,4566,4555,55464,29376,26088,35908,15974,19934,47997,27614,20383,40320,24332,15988,4639,4073,566,28415,14804,13611,493,292,201,6773,5163,1610,7677,3282,4395,335,195,140,6223,2459,3764,152,65,87,967,563,404,7181,3135,4046,302,187,115,5839,2354,3485,126,59,67,914,535,379,496,147,349,33,8,25,384,105,279,26,6,20,53,28,25,43375,17736,25639,,
28,546,West Godavari,0613,000000,0000,000000,CD BLOCK,Chintalapudi,Rural,24992,91372,45350,46022,9328,4718,4610,28952,14212,14740,9121,4566,4555,55464,29376,26088,35908,15974,19934,47997,27614,20383,40320,24332,15988,4639,4073,566,28415,14804,13611,493,292,201,6773,5163,1610,7677,3282,4395,335,195,140,6223,2459,3764,152,65,87,967,563,404,7181,3135,4046,302,187,115,5839,2354,3485,126,59,67,914,535,379,496,147,349,33,8,25,384,105,279,26,6,20,53,28,25,43375,17736,25639,,
28,546,West Godavari,0613,000000,0000,000000,CD BLOCK,Chintalapudi,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,546,West Godavari,0613,587919,0000,000000,VILLAGE,Gurubhatlagudem,Rural,218,792,386,406,92,40,52,21,12,9,227,108,119,431,217,214,361,169,192,489,260,229,373,239,134,71,70,1,272,143,129,0,0,0,30,26,4,116,21,95,0,0,0,108,16,92,0,0,0,8,5,3,114,21,93,0,0,0,106,16,90,0,0,0,8,5,3,2,0,2,0,0,0,2,0,2,0,0,0,0,0,0,303,126,177,,
28,546,West Godavari,0613,587920,0000,000000,VILLAGE,Lingagudem,Rural,428,1486,719,767,171,73,98,96,46,50,391,196,195,877,453,424,609,266,343,850,463,387,672,457,215,61,58,3,575,368,207,4,3,1,32,28,4,178,6,172,0,0,0,173,4,169,3,1,2,2,1,1,178,6,172,0,0,0,173,4,169,3,1,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,636,256,380,,
28,546,West Godavari,0613,587921,0000,000000,VILLAGE,Endapalle,Rural,1463,4803,2447,2356,485,238,247,1935,1011,924,87,43,44,2761,1571,1190,2042,876,1166,2954,1589,1365,2511,1401,1110,365,344,21,1839,952,887,40,11,29,267,94,173,443,188,255,62,49,13,364,133,231,4,2,2,13,4,9,419,178,241,57,46,11,346,126,220,3,2,1,13,4,9,24,10,14,5,3,2,18,7,11,1,0,1,0,0,0,1849,858,991,,
28,546,West Godavari,0613,587922,0000,000000,VILLAGE,Venkatarayapuram,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,546,West Godavari,0613,587923,0000,000000,VILLAGE,Raghavapuram,Rural,1655,5792,2912,2880,645,309,336,1481,755,726,210,94,116,3283,1794,1489,2509,1118,1391,3028,1770,1258,2615,1578,1037,373,346,27,1987,1032,955,21,18,3,234,182,52,413,192,221,3,3,0,382,174,208,10,3,7,18,12,6,337,157,180,3,3,0,306,139,167,10,3,7,18,12,6,76,35,41,0,0,0,76,35,41,0,0,0,0,0,0,2764,1142,1622,,
28,546,West Godavari,0613,587924,0000,000000,VILLAGE,Pothunuru,Rural,335,1036,512,524,69,45,24,210,106,104,109,56,53,599,326,273,437,186,251,527,309,218,295,192,103,45,45,0,222,123,99,1,1,0,27,23,4,232,117,115,6,5,1,222,109,113,0,0,0,4,3,1,232,117,115,6,5,1,222,109,113,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509,203,306,,
28,546,West Godavari,0613,587925,0000,000000,VILLAGE,Amudalachalaka,Rural,152,475,219,256,59,24,35,313,145,168,0,0,0,297,153,144,178,66,112,251,136,115,245,133,112,28,18,10,198,99,99,0,0,0,19,16,3,6,3,3,0,0,0,3,1,2,0,0,0,3,2,1,6,3,3,0,0,0,3,1,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,224,83,141,,
