State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,554,Chittoor,1034,000000,0000,000000,CD BLOCK,Mulakalacheruvu,Total,11537,45556,22600,22956,4888,2551,2337,6412,3009,3403,1075,508,567,25364,14636,10728,20192,7964,12228,27449,14479,12970,23401,12985,10416,9880,5549,4331,9285,4394,4891,465,271,194,3771,2771,1000,4048,1494,2554,998,459,539,2501,772,1729,101,41,60,448,222,226,3458,1233,2225,746,320,426,2238,682,1556,76,29,47,398,202,196,590,261,329,252,139,113,263,90,173,25,12,13,50,20,30,18107,8121,9986,,
28,554,Chittoor,1034,000000,0000,000000,CD BLOCK,Mulakalacheruvu,Rural,11537,45556,22600,22956,4888,2551,2337,6412,3009,3403,1075,508,567,25364,14636,10728,20192,7964,12228,27449,14479,12970,23401,12985,10416,9880,5549,4331,9285,4394,4891,465,271,194,3771,2771,1000,4048,1494,2554,998,459,539,2501,772,1729,101,41,60,448,222,226,3458,1233,2225,746,320,426,2238,682,1556,76,29,47,398,202,196,590,261,329,252,139,113,263,90,173,25,12,13,50,20,30,18107,8121,9986,,
28,554,Chittoor,1034,000000,0000,000000,CD BLOCK,Mulakalacheruvu,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,554,Chittoor,1034,595599,0000,000000,VILLAGE,Chennappagaripalle,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,554,Chittoor,1034,595600,0000,000000,VILLAGE,Kalavapalle,Rural,559,2124,1080,1044,249,125,124,124,64,60,28,16,12,1023,629,394,1101,451,650,1596,832,764,1253,686,567,619,336,283,566,294,272,4,2,2,64,54,10,343,146,197,127,74,53,188,60,128,14,5,9,14,7,7,315,137,178,126,73,53,162,53,109,13,4,9,14,7,7,28,9,19,1,1,0,26,7,19,1,1,0,0,0,0,528,248,280,,
28,554,Chittoor,1034,595601,0000,000000,VILLAGE,T.Sowdasamudram,Rural,791,2970,1492,1478,292,145,147,479,259,220,291,132,159,1604,957,647,1366,535,831,1718,962,756,1184,896,288,468,364,104,486,341,145,15,7,8,215,184,31,534,66,468,25,4,21,498,57,441,8,4,4,3,1,2,529,65,464,25,4,21,494,57,437,7,3,4,3,1,2,5,1,4,0,0,0,4,0,4,1,1,0,0,0,0,1252,530,722,,
28,554,Chittoor,1034,595602,0000,000000,VILLAGE,Gudupalle,Rural,596,2163,1074,1089,192,104,88,215,113,102,70,38,32,1050,627,423,1113,447,666,1548,745,803,1357,666,691,684,356,328,590,263,327,5,2,3,78,45,33,191,79,112,51,28,23,128,47,81,1,0,1,11,4,7,132,54,78,34,19,15,90,32,58,1,0,1,7,3,4,59,25,34,17,9,8,38,15,23,0,0,0,4,1,3,615,329,286,,
28,554,Chittoor,1034,595603,0000,000000,VILLAGE,Sompalle,Rural,1644,6366,3199,3167,662,361,301,895,449,446,123,63,60,3397,2043,1354,2969,1156,1813,4013,2052,1961,3179,1697,1482,1107,619,488,1765,844,921,45,32,13,262,202,60,834,355,479,186,84,102,576,242,334,14,4,10,58,25,33,632,263,369,124,43,81,457,197,260,10,2,8,41,21,20,202,92,110,62,41,21,119,45,74,4,2,2,17,4,13,2353,1147,1206,,
28,554,Chittoor,1034,595604,0000,000000,VILLAGE,Mulakalacheruvu,Rural,2067,8216,4046,4170,1008,515,493,667,315,352,230,108,122,4922,2751,2171,3294,1295,1999,4286,2456,1830,3292,2106,1186,483,292,191,779,361,418,218,105,113,1812,1348,464,994,350,644,234,59,175,460,151,309,43,17,26,257,123,134,891,309,582,203,43,160,429,144,285,27,11,16,232,111,121,103,41,62,31,16,15,31,7,24,16,6,10,25,12,13,3930,1590,2340,,
28,554,Chittoor,1034,595605,0000,000000,VILLAGE,Nayanicheruvupalle,Rural,329,1218,597,621,129,67,62,385,187,198,90,46,44,758,413,345,460,184,276,742,374,368,736,369,367,369,188,181,338,163,175,3,2,1,26,16,10,6,5,1,2,1,1,0,0,0,2,2,0,2,2,0,6,5,1,2,1,1,0,0,0,2,2,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,476,223,253,,
28,554,Chittoor,1034,595606,0000,000000,VILLAGE,Marellagadda,Rural,42,153,84,69,15,8,7,0,0,0,0,0,0,92,57,35,61,27,34,104,60,44,104,60,44,93,52,41,7,4,3,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,24,25,,
28,554,Chittoor,1034,595607,0000,000000,VILLAGE,Kadirinathunikota,Rural,329,1366,704,662,151,76,75,237,126,111,11,5,6,765,459,306,601,245,356,749,417,332,469,270,199,206,110,96,157,79,78,1,1,0,105,80,25,280,147,133,103,82,21,145,38,107,2,2,0,30,25,5,268,142,126,102,82,20,136,35,101,2,2,0,28,23,5,12,5,7,1,0,1,9,3,6,0,0,0,2,2,0,617,287,330,,
28,554,Chittoor,1034,595608,0000,000000,VILLAGE,Chennaiahgaripalle,Rural,39,181,99,82,27,17,10,110,60,50,0,0,0,69,49,20,112,50,62,106,58,48,20,18,2,5,5,0,6,6,0,0,0,0,9,7,2,86,40,46,27,20,7,57,18,39,0,0,0,2,2,0,80,37,43,27,20,7,51,15,36,0,0,0,2,2,0,6,3,3,0,0,0,6,3,3,0,0,0,0,0,0,75,41,34,,
28,554,Chittoor,1034,595609,0000,000000,VILLAGE,Peddapalem,Rural,628,2505,1261,1244,307,160,147,603,307,296,2,2,0,1392,806,586,1113,455,658,1639,833,806,1530,794,736,598,309,289,672,308,364,29,17,12,231,160,71,109,39,70,62,29,33,30,6,24,0,0,0,17,4,13,54,14,40,18,6,12,19,4,15,0,0,0,17,4,13,55,25,30,44,23,21,11,2,9,0,0,0,0,0,0,866,428,438,,
28,554,Chittoor,1034,595610,0000,000000,VILLAGE,Devalcheruvu,Rural,1250,4683,2336,2347,464,245,219,500,250,250,48,24,24,2509,1486,1023,2174,850,1324,2970,1513,1457,2524,1352,1172,1108,636,472,960,454,506,19,11,8,437,251,186,446,161,285,57,18,39,347,124,223,10,3,7,32,16,16,441,157,284,55,16,39,347,124,223,7,1,6,32,16,16,5,4,1,2,2,0,0,0,0,3,2,1,0,0,0,1713,823,890,,
28,554,Chittoor,1034,595611,0000,000000,VILLAGE,Burakayalakota,Rural,1166,5355,2445,2910,492,254,238,1379,477,902,156,62,94,3270,1625,1645,2085,820,1265,2850,1589,1261,2686,1505,1181,1154,615,539,1175,600,575,26,16,10,331,274,57,164,84,80,99,52,47,49,23,26,0,0,0,16,9,7,60,28,32,11,5,6,34,15,19,0,0,0,15,8,7,104,56,48,88,47,41,15,8,7,0,0,0,1,1,0,2505,856,1649,,
28,554,Chittoor,1034,595612,0000,000000,VILLAGE,Vepurikota,Rural,735,2974,1503,1471,334,175,159,316,155,161,13,6,7,1783,1065,718,1191,438,753,1720,876,844,1704,869,835,918,557,361,642,211,431,72,50,22,72,51,21,16,7,9,3,2,1,11,4,7,2,1,1,0,0,0,16,7,9,3,2,1,11,4,7,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1254,627,627,,
28,554,Chittoor,1034,595613,0000,000000,VILLAGE,Nadigaddathimmanapalle,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,554,Chittoor,1034,595614,0000,000000,VILLAGE,Maddinayanipalle,Rural,1333,5184,2632,2552,558,297,261,502,247,255,13,6,7,2695,1645,1050,2489,987,1502,3336,1680,1656,3291,1665,1626,2050,1092,958,1096,458,638,28,26,2,117,89,28,45,15,30,22,6,16,12,2,10,5,3,2,6,4,2,34,15,19,16,6,10,8,2,6,5,3,2,5,4,1,11,0,11,6,0,6,4,0,4,0,0,0,1,0,1,1848,952,896,,
28,554,Chittoor,1034,595615,0000,000000,VILLAGE,Devarapalle,Rural,29,98,48,50,8,2,6,0,0,0,0,0,0,35,24,11,63,24,39,72,32,40,72,32,40,18,18,0,46,8,38,0,0,0,8,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,10,,
28,554,Chittoor,1035,000000,0000,000000,CD BLOCK,Thamballapalle,Total,10343,39914,19850,20064,4018,2110,1908,2908,1454,1454,2823,1385,1438,22613,13336,9277,17301,6514,10787,22797,11922,10875,19591,10521,9070,9511,5190,4321,6964,3281,3683,325,202,123,2791,1848,943,3206,1401,1805,580,208,372,1598,644,954,70,38,32,958,511,447,2636,1190,1446,486,177,309,1352,573,779,47,24,23,751,416,335,570,211,359,94,31,63,246,71,175,23,14,9,207,95,112,17117,7928,9189,,
28,554,Chittoor,1035,000000,0000,000000,CD BLOCK,Thamballapalle,Rural,10343,39914,19850,20064,4018,2110,1908,2908,1454,1454,2823,1385,1438,22613,13336,9277,17301,6514,10787,22797,11922,10875,19591,10521,9070,9511,5190,4321,6964,3281,3683,325,202,123,2791,1848,943,3206,1401,1805,580,208,372,1598,644,954,70,38,32,958,511,447,2636,1190,1446,486,177,309,1352,573,779,47,24,23,751,416,335,570,211,359,94,31,63,246,71,175,23,14,9,207,95,112,17117,7928,9189,,
28,554,Chittoor,1035,000000,0000,000000,CD BLOCK,Thamballapalle,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,554,Chittoor,1035,595616,0000,000000,VILLAGE,Zunjurupenta,Rural,297,1244,617,627,132,63,69,39,20,19,11,5,6,711,425,286,533,192,341,674,369,305,603,337,266,103,65,38,454,235,219,16,10,6,30,27,3,71,32,39,11,7,4,52,23,29,0,0,0,8,2,6,71,32,39,11,7,4,52,23,29,0,0,0,8,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,570,248,322,,
28,554,Chittoor,1035,595617,0000,000000,VILLAGE,Kotala,Rural,806,3212,1646,1566,315,163,152,243,123,120,545,278,267,1574,978,596,1638,668,970,1994,1001,993,1909,961,948,1147,586,561,656,317,339,21,7,14,85,51,34,85,40,45,24,13,11,21,10,11,0,0,0,40,17,23,83,39,44,24,13,11,20,10,10,0,0,0,39,16,23,2,1,1,0,0,0,1,0,1,0,0,0,1,1,0,1218,645,573,,
