State,District,DT Name,CD Block,Town/Village,Ward,EB,Level,Name,TRU,No_HH,TOT_P,TOT_M,TOT_F,P_06,M_06,F_06,P_SC,M_SC,F_SC,P_ST,M_ST,F_ST,P_LIT,M_LIT,F_LIT,P_ILL,M_ILL,F_ILL,TOT_WORK_P,TOT_WORK_M,TOT_WORK_F,MAINWORK_P,MAINWORK_M,MAINWORK_F,MAIN_CL_P,MAIN_CL_M,MAIN_CL_F,MAIN_AL_P,MAIN_AL_M,MAIN_AL_F,MAIN_HH_P,MAIN_HH_M,MAIN_HH_F,MAIN_OT_P,MAIN_OT_M,MAIN_OT_F,MARGWORK_P,MARGWORK_M,MARGWORK_F,MARG_CL_P,MARG_CL_M,MARG_CL_F,MARG_AL_P,MARG_AL_M,MARG_AL_F,MARG_HH_P,MARG_HH_M,MARG_HH_F,MARG_OT_P,MARG_OT_M,MARG_OT_F,MARGWORK_3_6_P,MARGWORK_3_6_M,MARGWORK_3_6_F,MARG_CL_3_6_P,MARG_CL_3_6_M,MARG_CL_3_6_F,MARG_AL_3_6_P,MARG_AL_3_6_M,MARG_AL_3_6_F,MARG_HH_3_6_P,MARG_HH_3_6_M,MARG_HH_3_6_F,MARG_OT_3_6_P,MARG_OT_3_6_M,MARG_OT_3_6_F,MARGWORK_0_3_P,MARGWORK_0_3_M,MARGWORK_0_3_F,MARG_CL_0_3_P,MARG_CL_0_3_M,MARG_CL_0_3_F,MARG_AL_0_3_P,MARG_AL_0_3_M,MARG_AL_0_3_F,MARG_HH_0_3_P,MARG_HH_0_3_M,MARG_HH_0_3_F,MARG_OT_0_3_P,MARG_OT_0_3_M,MARG_OT_0_3_F,NON_WORK_P,NON_WORK_M,NON_WORK_F,,
28,551,Y.S.R.,0867,000000,0000,000000,CD BLOCK,Kondapuram,Total,10799,42093,21046,21047,4489,2299,2190,8037,3977,4060,654,318,336,24406,14293,10113,17687,6753,10934,21869,12679,9190,19291,11836,7455,4613,3485,1128,10774,5613,5161,955,504,451,2949,2234,715,2578,843,1735,463,110,353,1661,483,1178,86,30,56,368,220,148,2363,783,1580,416,100,316,1560,453,1107,59,26,33,328,204,124,215,60,155,47,10,37,101,30,71,27,4,23,40,16,24,20224,8367,11857,,
28,551,Y.S.R.,0867,000000,0000,000000,CD BLOCK,Kondapuram,Rural,10799,42093,21046,21047,4489,2299,2190,8037,3977,4060,654,318,336,24406,14293,10113,17687,6753,10934,21869,12679,9190,19291,11836,7455,4613,3485,1128,10774,5613,5161,955,504,451,2949,2234,715,2578,843,1735,463,110,353,1661,483,1178,86,30,56,368,220,148,2363,783,1580,416,100,316,1560,453,1107,59,26,33,328,204,124,215,60,155,47,10,37,101,30,71,27,4,23,40,16,24,20224,8367,11857,,
28,551,Y.S.R.,0867,000000,0000,000000,CD BLOCK,Kondapuram,Urban,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,551,Y.S.R.,0867,592792,0000,000000,VILLAGE,Murugampalli,Rural,56,242,116,126,38,14,24,0,0,0,0,0,0,64,43,21,178,73,105,178,88,90,178,88,90,10,10,0,168,78,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,28,36,,
28,551,Y.S.R.,0867,592793,0000,000000,VILLAGE,Koduru,Rural,696,2808,1417,1391,353,177,176,622,318,304,0,0,0,1459,870,589,1349,547,802,1381,880,501,1374,877,497,484,391,93,804,424,380,12,4,8,74,58,16,7,3,4,0,0,0,5,3,2,1,0,1,1,0,1,6,3,3,0,0,0,5,3,2,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1427,537,890,,
28,551,Y.S.R.,0867,592794,0000,000000,VILLAGE,Nagamalla Dinne,Rural,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
28,551,Y.S.R.,0867,592795,0000,000000,VILLAGE,Sankepalli,Rural,243,982,477,505,110,62,48,0,0,0,26,11,15,599,338,261,383,139,244,579,306,273,311,170,141,111,92,19,190,71,119,0,0,0,10,7,3,268,136,132,19,17,2,248,118,130,1,1,0,0,0,0,268,136,132,19,17,2,248,118,130,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,403,171,232,,
28,551,Y.S.R.,0867,592796,0000,000000,VILLAGE,Yerragudi,Rural,222,912,467,445,138,68,70,364,189,175,0,0,0,501,312,189,411,155,256,562,298,264,558,297,261,110,63,47,426,218,208,2,1,1,20,15,5,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0,4,1,3,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,169,181,,
28,551,Y.S.R.,0867,592797,0000,000000,VILLAGE,Chamaluru,Rural,244,930,489,441,105,57,48,311,167,144,0,0,0,453,293,160,477,196,281,593,310,283,593,310,283,110,63,47,446,228,218,1,1,0,36,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,179,158,,
28,551,Y.S.R.,0867,592798,0000,000000,VILLAGE,Koppolu,Rural,89,311,160,151,26,10,16,0,0,0,0,0,0,188,116,72,123,44,79,208,105,103,207,104,103,133,73,60,61,23,38,0,0,0,13,8,5,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,103,55,48,,
